id,summary,clean_skills
ira-kagayutan-0759b5199,"Working professional with capability to adapt to fast paced environments. Always open minded to learning new processes and taking on new challenges. These days I love cooking. I try new recipes from Asian to Latin to American foods. I do love a good air fryer recipe. I also like trying new food spots that open up. I enjoy watching movies from old 1990's to the present ones.
certifications: 
courses: ","['Open to learning new processes and challenges', 'Enjoys cooking various cuisines', 'Uses an air fryer ', 'Explores new food spots', 'Enjoys watching movies from the 1990s to present']"
kristine-wendt-9460476,"Seasoned Advertising and Sales professional with a strong background working with Automotive Industry clients. Dedicated, innovative, and client-service focused.
certifications: 
courses: ","['Seasoned Advertising and Sales professional', 'Automotive Industry clients', 'Dedicated, innovative, and client-service focused']"
jialingwu,"or By clicking Continue, you agree to LinkedIn’s User Agreement , Privacy Policy , and Cookie Policy . New to LinkedIn? Join now
certifications: 
courses: ","['6+ years of experience', 'Senior Graphic Designer', 'Graphic Designer', 'Adobe Creative Suite ', 'Figma ', 'Procreate ', 'Premiere Pro ', 'After Effects ', 'Cinema 4D ', 'Blender']"
dipti-kamath,"R&D Associate Staff Member at ORNL skilled in LCA, Sustainability, Energy Storage and Renewable Energy Systems, and Environmental Policy. Strong research professional with a Doctor of Philosophy (Ph.D.) in Environmental Engineering and Environmental Science and Policy from Michigan State University.
certifications: 
courses: ","['Ph.D. in Environmental Engineering and Environmental Science and Policy', 'LCA, Sustainability, Energy Storage, Renewable Energy Systems, and Environmental Policy', 'R&D Associate Staff Member at ORNL']"
cory-watson-85786116a,"Cyber Security Engineer knowledgeable in Linux/Unix system administration, software development, configuration management and hypervisor administration. Experienced in supporting cyber research focused on evaluating cyber security tools including endpoint detection and response, network intrusion detection/prevention and security automation orchestration and response.
certifications: CompTIA Project+, Web Security Associate, Information Technology Security (ITS), CompTIA IT Operations Specialist – CIOS Stackable Certification, CompTIA Network+ ce Certification, CompTIA A+ ce Certification, CompTIA Security+ ce Certification, CompTIA Secure Infrastructure Specialist – CSIS Stackable Certification, 
courses: ","['Linux/Unix system administration', 'Software development', 'Configuration management', 'Hypervisor administration', 'Endpoint detection and response', 'Network intrusion detection/prevention', 'Security automation orchestration and response', '7 certifications', 'Multiple courses']"
david-baugh-794361133,"Graduated, Married, and started my Career all in one summer. My future is before me. Fast forward a few years and I am a developer focused on Powershell, Automation, APIs, and User Management with Applications and Active Directory.
certifications: Azure Fundementals (AZ-900), 
courses: ","['Powershell', 'Automation', 'APIs', 'User Management', 'Applications', 'Active Directory', 'Azure Fundementals (AZ-900)']"
paula-prince-pacheco-24161497,"Career Experience: -Over eleven (11) years in healthcare -Certified Epic Inpatient Procedure Orders 2010, 2012, 2014 -Proficient Epic Decision Support 2014 -In process completing Proficiency for Epic OpTime 2014 -Train end users in a individual and classroom styles -Project Manager for several broken essential workflows -Part of team building Meaningful Use and updates -Part of team building Core Measures and updates -Epic Workbench reporting -Epic Go-Live for 5 hospitals 3 being Critical Access Hospitals -Specializing in surgeon workflow and build -Part of team to Data Courier finished work to production -Expert abstractor in SCIP, CHF, IMM, VTE, and PNE Core Measures -Complication discovery expert
certifications: 
courses: ","['11+ years in healthcare', 'Epic Inpatient Procedure Orders (2010, 2012, 2014)', 'Epic Decision Support (2014)', 'Epic OpTime (In progress)', 'Training (individual and classroom)', 'Project Management', 'Meaningful Use', 'Core Measures', 'Epic Workbench reporting', 'Epic Go-Live (5 hospitals)', 'Surgeon workflow', 'Data Courier', 'Core Measures abstractor (SCIP, CHF, IMM, VTE, PNE)', 'Complication discovery expert']"
kevin-lester-46a79717,"Specialties: Vacuum equipment maintenance, Laser systems maintenance. Semiconductor manufacturing equipment installation, troubleshooting and system improvements.
certifications: 
courses: ","['Vacuum equipment maintenance', 'Laser systems maintenance', 'Semiconductor manufacturing equipment installation and troubleshooting', 'System improvements']"
deejones,"SAP Functional Analyst for Personnel Security at Oak Ridge National Laboratory. Personnel Access System administrator for non-employee processing for US citizens and foreign nationals. Specialties: Integration testing, manual testing, regression testing, analytical, problem solving, investigating/researching, social/diplomatic, communication, project management, negotiating, coordinating and customer service.
certifications: 
courses: ","['SAP Functional Analyst for Personnel Security at Oak Ridge National Laboratory', 'Personnel Access System Administrator', 'Integration Testing', 'Manual Testing', 'Regression Testing', 'Analytical', 'Problem Solving', 'Investigating/Researching', 'Social/Diplomatic', 'Communication', 'Project Management', 'Negotiating', 'Coordinating', 'Customer Service']"
tyler-roy-b61a9551,"Experienced Field Service Engineer with a demonstrated history of working in the facilities services industry. Skilled in Microsoft Excel, Field Service Engineering, Microsoft Word, Field Installation, and Electrical Troubleshooting. Strong engineering professional with a Associate of Science (AS) focused in Electrical Engineering Technologies/Technicians from Pellissippi State Community College.
certifications: 
courses: ","['Field Service Engineer, 5+ years of experience', 'Field Installation, Electrical Troubleshooting', 'Microsoft Excel, Field Service Engineering, Microsoft Word', 'AS in Electrical Engineering Technologies/Technicians, Pellissippi State Community College']"
jamison-williams-68134a12a,"A team-oriented professional with over a decade of practical experience in businesses both small and large. Focused on goal-oriented operational excellence through root cause analysis of problems and collaborative resolutions. Experienced in auditing business systems and procedures then presenting recommendations for improvements. Committed to translating these skills into strengthening human and computer systems against vulnerabilities through system assessment, personnel training and program implementation.
certifications: 
courses: ","['Over 10 years of experience', 'Business auditing and recommending improvements', 'Goal-oriented operational excellence', 'Root cause analysis and collaborative resolutions', 'System vulnerability strengthening through assessments', 'Personnel training and program implementation']"
minhchang0122,"I'm a full-time student majoring in biology at Stony Brook University. I used to work as a bartender, waitress, dog bather, and cram school teacher assistant. Fluent in English, Traditional Chinese, and Taiwanese. I used to be a percussionist in a traditional Chinese orchestra while I was in Taiwan and received several awards during those three years. I'm also intrigued by knitting and crocheting, several garments are done and I'm trying to write my own patterns.
certifications: 
courses: ","['English, Traditional Chinese, and Taiwanese fluency', '3 years as a percussionist in a traditional Chinese orchestra', 'Knitting and crocheting experience', 'Waitress, dog bather, and cram school teacher assistant experience', 'Bartender experience']"
cassandracowan,"I am a recent graduate from the University of Texas at Arlington with a BBA in Management. I consider myself a jack of all trade, having experience in a bunch of different fields with my most applicable experience being in data entry, organization, and customer service. I have a passion for learning new skills and I’m very ambitious, with big plans for my own business in the future.
certifications: Mimic Social, Hootsuite Platform Certification, Hootsuite Social Marketing Certification, 
courses: ","['BBA in Management, University of Texas at Arlington (recent graduate)', 'Mimic Social', 'Hootsuite Platform', 'Hootsuite Social Marketing']"
meghan-young-arm%c2%ae-55b49382,"Experienced Regional Manager with a demonstrated history of working in the real estate industry. Skilled in Negotiation, Budgeting, Customer Service, Apartments, and Sales. Strong sales professional with a Bachelor of Science (BS) focused in Recreation Management and Tourism from Arizona State University.
certifications: Accredited Residential Manager, 
courses: ","['Negotiation', 'Budgeting', 'Customer Service', 'Apartments', 'Sales', 'Regional Manager', 'BS in Recreation Management and Tourism, Arizona State University', 'Accredited Residential Manager']"
whitridge,"Strong background in sales and marketing leadership, relationship building and strategic partnership development. Experienced leader who is confident, creative, strategic and analytical, with excellent communication skills. Specifically talented at new revenue development for early stage and emerging companies.
certifications: 
courses: ","['Sales and marketing leadership (years of experience not specified)', 'Relationship building (years of experience not specified)', 'Strategic partnership development (years of experience not specified)', 'Revenue development for early stage and emerging companies (years of experience not specified)', 'Confident, creative, strategic, analytical (years of experience not specified)', 'Excellent communication skills (years of experience not specified)']"
rxanthony,"Artist with 7 years of Fine art and Graphic Design experience
certifications: 
courses: ","['7 years experience', 'Fine Art', 'Graphic Design']"
amandanicolereyes,"A Tejana visual storyteller and communications specialist based in Fort Worth, Texas. After graduating with a Masters of Fine Arts degree with a focus on directing narrative cinema from the Feirstein Graduate School of Cinema at Steiner Studios in Brooklyn, New York, Amanda uses film as a catharsis for the hardships experienced by her and the underrepresented communities she belongs to. Her work is based in reality through an unforgivingly progressive lens with an artistic focus on themes such as incarceration, national identity, women’s and LGBTQA+ rights. Her most recent completed work includes the short film, Rosa’s Esperanza, a very personal story about a mother trying to reconnect with her daughter after bringing her home from being incarcerated for ten years. The film has screened at the Manchester, Liverpool, Oxford and San Antonio Film Festivals. Amanda was also interviewed in Remezcla Magazine, NoFilmSchool.com, NY Worth Magazine and The New York Times for the work she’s done while attending Feirstein and was the director for the Green Light her Program through the NY Mayor’s Office of Media and Entertainment in which she directed the pilot for a new comedy series, Half-Life, that centers around the obstacles faced by a working mom in the entertainment industry. Amanda has returned to Texas to produce digital communications for the City of Fort Worth and to contribute to the local film and art communities.
certifications: 
courses: ","['10+ years Digital Communications Production', 'MFA in Directing Narrative Cinema', 'Director, Green Light Her program', 'Pilot Director, Comedy Series Half-Life', ""Director, Short Film Rosa's Esperanza""]"
alicia-caka-1173771a,"Current focus is Corporate Training in the Mortgage industry.
certifications: 
courses: ",['Corporate Training in Mortgage industry']
khale1,"An outcomes-based technology leader who is passionate about bringing Agility to IT operations and improved ways of working. Drives results leveraging multiple IT frameworks and processes with a keen sense on continual improvement.
certifications: Certified SAFe® 4 Agilist, 
courses: ",['Certified SAFe® 4 Agilist']
patrickahiatt,"I have been in the Financial Service industry for over 25 years. I am very detail-oriented and organized individual who works well independently as well as part of a team environment. Highly skilled in building relationships with new and existing customers by using active listening skills to understand their needs, identifying solutions that are beneficial to the customer and the organization I represent while creating trust and credibility within the community. Possess strong ability to communicate effectively through verbal, written and interpersonal communication on all levels
certifications: 
courses: ","['25+ years of experience', 'Detail-Oriented', 'Organized', 'Independent', 'Team Player', 'Relationship Building', 'Active Listening', 'Solution Identification', 'Trust Building', 'Communication Skills']"
andra-bennett-apr-0b7a473,"I'm a forward-thinking, accredited strategic marketing communications professional focused on long-term results. I have a broad range of experience in corporate, non-profit, association and government communications, from sensitive media interviews for child protective services to an Oval Office meeting with the President of the United States regarding health care reform. With more than 25 years of experience in DFW, I've established solid relationships with local media, business and community leaders. Specialties: Public policy messaging, B2B and non-profit marketing communications, print and digital publication planning, content development and editing, social media content, speechwriting, storytelling, video scripting and editing, event planning and marketing, media relations, organizational streamlining, non-profit board management. When I'm not working, I'm an occasional vocalist for swing bands and an alto in the church choir. I enjoy traveling, snorkeling in the Caribbean, making and sharing memories with family, petting dogs and a glass of good wine.
certifications: 
courses: Accounting I and II, Basic and COBOL computer programming, Cultural Anthropology, Economics, Marketing, Mass Comm Law, Newswriting and Editing, Public Relations Campaigns, Publication design, ","['25+ years of experience', 'Public policy messaging', 'B2B and non-profit marketing communications', 'Print and digital publication planning', 'Content development and editing', 'Social media content', 'Speechwriting, storytelling, video scripting and editing', 'Event planning and marketing', 'Media relations', 'Organizational streamlining', 'Non-profit board management', 'Occasional vocalist for swing bands', 'Alto in church choir', 'Accounting I and II', 'Basic and COBOL computer programming', 'Cultural Anthropology', 'Economics', 'Marketing', 'Mass Comm Law', 'Newswriting and Editing', 'Public Relations Campaigns', 'Publication design']"
amy-encinas-yount-93090b166,"I thrive on helping others achieve their goals. Whether that be personally or in their career, I want to help them get there. I am very involved in my community and currently serve on 5 local boards and am the Chamber President for Priest River Chamber. I also serve on the Innovia Leadership Counsel for Bonner and Boundry County. I love business and economic development and never take no as an answer! I have been in banking for 12 years and look forward to my own personal growth. I am passionate about film and love to write.
certifications: Leading Remote Projects and Virtual Teams, Leading Virtual Meetings, Outlook: Efficient Email Management, Tips for Writing Business Emails, Writing Emails People Want to Read, Writing Formal Business Letters and Emails, Human Resources: Building a Performance Management System, Skills for Inclusive Conversations, 
courses: ","['12 years in Banking', 'Chamber President', 'Innovia Leadership Counsel', 'Outlook', 'Tips for Writing Business Emails', 'Writing Emails People Want to Read', 'Writing Formal Business Letters and Emails', 'Leading Remote Projects', 'Virtual Teams', 'Virtual Meetings', 'Building a Performance Management System', 'Inclusive Conversations']"
harpreetkaur704,"1) Software quality analyst with 10+ years of experience in testing, maintenance and development projects of Healthcare and Telecom domain. 2) Experience in Manual Testing of Client/Server and Web applications. 3) Exposure to all phases of SDLC including System Analysis, User Requirements Gathering, Design, Coding, Implementation, Testing and Integration (Agile methodology). 4) Experience in conducting/handling various testing activities, preparation of testing related documentations (Test Plan, Test Strategy, and Test Scenarios), schedules/reports & project delivery of various sizes based on requests. 5) Provide KT and mentoring the team members in India. 6) Knowledge of US healthcare - PPACA (Obama Care) law for Health Care Exchanges (HIX) HIPAA mandated X12N standards and SERFF 7) Exposure to deployments and configurations. 8) Exposure to all phases of SDLC including System Analysis, User Requirements Gathering, Design, Coding, Implementation, Testing and Integration (Agile methodology).
certifications: SAFe 5 Practitioner, AWS Certified Cloud Practitioner, Certified ScrumMaster, 
courses: ","['10+ years of experience', 'Software Quality Analyst', 'Manual Tester', 'SAFe 5 Practitioner', 'AWS Certified Cloud Practitioner', 'Certified ScrumMaster', 'PPACA', 'HIPAA', 'SERFF']"
jamie-a-4142106,"I’m a design lead with a background in building elegant products, digital systems & brand experiences. From concept development to art direction to execution my work spans print, digital, environmental and fine art. I communicate through visual solutions based on data and human-centered strategies.
certifications: 
courses: ","['Design lead', 'Concept development', 'Art direction', 'Execution', 'Print design', 'Digital design', 'Environmental design', 'Fine art', 'Data-driven visual solutions', 'Human-centered strategies']"
peter-m-fusco-psp-cpd-56558531,"Program & Security Director with 20 years’ experience leading mission success through expertise on security and risk prevention initiatives. Talent for developing threat management strategies to mitigate vulnerabilities on a national scale. Solutions-oriented security expert known for pushing past barriers by effectively coordinating with teams and external partners to drive project objectives through to completion.
certifications: Advanced CPTED Certificate 2021, CMAA, Advancing Professional and Program Management, NSA COMSEC Custodian, HIPPA, Lean Six Sigma Green Belt, Incident Command, NICP CPD Certificate & Badge 2021 - 2025, Physical Security Professional (PSP), PCIIM, AHA BLS Train to Trainer Instructor, ASHI Level 5 Instructor, DSSA Facilities Security Offcer, 
courses: ","[""20 years' experience"", 'Program & Security Director', 'Threat management strategies', 'Vulnerability mitigation', 'Team coordination', 'External partnerships', 'Advanced CPTED Certificate (2021)', 'CMAA, Advancing Professional and Program Management', 'NSA COMSEC Custodian', 'HIPPA', 'Lean Six Sigma Green Belt', 'Incident Command', 'NICP CPD Certificate & Badge (2021 - 2025)', 'Physical Security Professional (PSP)', 'PCIIM', 'AHA BLS Train to Trainer Instructor', 'ASHI Level 5 Instructor', 'DSSA Facilities Security Officer']"
angela-robinson-89b45926a,"I am looking for work from home not much experience in customer service/call center but willing to. I do have 20 years in housekeeping in hotels and nursing homes. Working around patients and talking to them that is communication skills.
certifications: 
courses: ","['20 years of experience', 'Housekeeping', 'Nursing homes', 'Working around patients']"
caitlinrauchle,"Interested in children's law, child advocacy, and family law.
certifications: 
courses: ","[""Interested in children's law, child advocacy, and family law""]"
eric-moreno-9a0721224,"My goal is to gain personal experience in the field of business that will, in turn, help me garner practical uses of my studies. I enjoy all aspects of technology, especially embracing and enjoying the innovations in technology. I’m looking for a place to get started in a place of business where I fit in.
certifications: 
courses: ","['Enjoys all aspects of technology', 'Embraces and enjoys innovations in technology', 'Looking to gain practical uses of studies', 'Seeking a place to start in a place of business where they fit in']"
salman40,"I am recently enrolled in Mechanical Engineering MS program at Oklahoma State University (OSU) and working as Graduate Teaching Assistant. I am currently doing research on ""Modeling of Networking Flow in Elastic Tubes"". I have completed my B.Sc. in Aeronautical Engineering from Military Institute of Science & Technology (MIST), Bangladesh. I also worked as an Adjunct Lecturer in Aeronautical Engineering Department, MIST. As part of my undergraduate research, I work on Active & Passive Control of Flow Past over Airfoil. We try to improve the aerodynamic characteristics of airfoils using Leading Edge Rotating Cylinder. I have expertise in Theoretical and Computational Fluid Dynamics, Turbulence Dynamics, Aerodynamics, Boundary Layer Flow Control by Active & Passive Methods, Wind Turbine Analysis and Fluid Mechanics. My motive is to make a worthwhile contribution with a professional approach and allegiance to the development of the society.
certifications: 
courses: ","['MS in Mechanical Engineering, Oklahoma State University', 'BS in Aeronautical Engineering, Military Institute of Science & Technology', 'Graduate Teaching Assistant, Oklahoma State University', 'Adjunct Lecturer in Aeronautical Engineering, Military Institute of Science & Technology', 'Research assistant, undergraduate work', 'Theoretical and Computational Fluid Dynamics', 'Turbulence Dynamics', 'Aerodynamics', 'Boundary Layer Flow Control by Active & Passive Methods', 'Wind Turbine Analysis', 'Fluid Mechanics']"
samantha-gillas,"I am currently the graduate assistant for the women’s tennis team at Oklahoma State University and pursing a MS in Leisure Studies. My passion for working with individuals of all abilities and disabilities and sports started at a very young age and has been a driving force in who I am today. I am extremely passionate when it comes to advocating for and helping others and it's shown through my past work and volunteer experiences. My motivation, drive, and work ethic started at a very young age and have developed through various roles within being a division 1 collegiate athlete. I've been a part of numerous diverse teams throughout my life as an athlete and various experiences that have taught me how to interact with people of all different backgrounds.
certifications: Adult, Child, Infant CPR / AED Training, DS 168 Dependent Adult Abuse Mandatory Reporter, DS 169 Child Abuse Mandatory Reporter, Inclusion Ambassador, Online CPR/AED and First Aid Combo Course, 
courses: ","[""Graduate assistant, women's tennis team, Oklahoma State University"", 'Pursuing MS in Leisure Studies', 'Division 1 collegiate athlete', 'Advocate for individuals with disabilities', 'CPR/AED Training', 'DS 168 Dependent Adult Abuse Mandatory Reporter', 'DS 169 Child Abuse Mandatory Reporter', 'Inclusion Ambassador', 'Online CPR/AED and First Aid Combo Course']"
lin-qi,"I am a self-disciplined and motivated quick learner and detail-oriented researcher. I am currently pursuing MS.Business Analytics and MS.Quantitative Finance Economics and working as Graduate teaching assistant in Oklahoma State University Spears School of Business. I passed Financial Risk Manager(FRM) Program -Part 1 and Part2 in my first year study of Finance. Recently I passed AWS Certified Solution Architect - Associate exam. The study of it encourage me to explore more in Internet Technology domain. Currently looking for Software Engineering New Grad position.
certifications: SAS Certified Advanced Programmer for SAS 9, Machine Learning, Intro to Python for Data Science Course, SAS Certified Base Programmer for SAS 9, Advanced C programming, C language Basement, AWS Certified Solutions Architect-Associate, 
courses: Advanced Database Management, Applied Regression Analysis, Categorical Data Analysis, Descriptive Business analysis, Investment Theory and Strategy, Mathematical Econ I, Research and Communication, Risk Management, derivative security management and finance price risk, Financial Calculus, ","['0 years experience', 'Graduate teaching assistant', 'SAS', 'Python', 'AWS', 'AWS Certified Solution Architect - Associate', 'SAS Certified Advanced Programmer for SAS 9', 'SAS Certified Base Programmer for SAS 9']"
gonzalo-garcia-3b2447192,"Highly driven first-generation student intent on developing strong programming, communication, and management skills. Currently seeking to obtain an internship within the engineering field which I may utilize to garner my leadership ability, resourcefulness, and professionalism, as well as gaining useful knowledge of the field while making longstanding connections.
certifications: 
courses: ",['First-generation student']
katekinder,"I am an artist based in Oklahoma with a practice focused primarily on painting. I have a professional background including but not limited to customer service, social media management, event management, teaching at a college level as well as instructing a full range of ages in art, graphic design, communications, curating, and retail. My creative work is rooted in approaches to object philosophies and interiority. I make paintings and drawings of still lives, people, rooms, reality tv shows, vegetation, outer space. I am also available for commissions. For a full statement, CV and more information, please visit my website at http://www.katekinder.com
certifications: 
courses: ","['10+ years of experience', 'Customer service', 'Social media management', 'Event management', 'College-level teaching', 'Art', 'Graphic design', 'Communications', 'Curating', 'Retail', 'Paintings', 'Drawings', 'Commissions', 'www.katekinder.com']"
linda-sheeran-85140014,"Experienced Associate Professor with a demonstrated history of working in the higher education industry. Skilled in Early Childhood Education, Academic Advising, Curriculum Development, Public Speaking, and Distance Learning. Strong professional with a Doctor of Education (EdD) focused in Curriculum and Instruction from Oklahoma State University.
certifications: 
courses: ","['Associate Professor, years unspecified', 'Early Childhood Education', 'Academic Advising', 'Curriculum Development', 'Public Speaking', 'Distance Learning', 'Doctor of Education (EdD) in Curriculum and Instruction, Oklahoma State University']"
abrar-adil-74b8a513a,"Interests include: Pelvic and acetabular fractures. Complex peri-articular fractures and dislocations. Minimally invasive plate osteosynthesis. Non-union and delayed union. Shoulder and hip arthroplasty to include DAA. Pediatric operative and non-operative fracture care. Mechanical design and innovation. Process improvement.
certifications: 
courses: ","['Pelvic and acetabular fractures, complex peri-articular fractures and dislocations, minimally invasive plate osteosynthesis, non-union, delayed union, shoulder and hip arthroplasty to include DAA, pediatric operative and non-operative fracture care, mechanical design and innovation, process improvement']"
susan-malec-53097bb2,"It has been a privilege for me to work with college age students for many years. My first start in a university setting was as a Residence Hall Director. The seat that I now occupy is as the Coordinator of Student Retention in the College of Engineering, Architecture and Technology at Oklahoma State University. In the various positions that I have held, it continues to be my goal to help students get the most out of college both inside and outside of the classroom. Student success and walking alongside students as they launch into their careers is a joy!
certifications: 
courses: ","['Coordinator of Student Retention', 'Residence Hall Director', 'Helps students succeed inside and outside of the classroom', 'Enjoys walking alongside students as they launch into their careers']"
jeanine-porck-4a783727,"In my research I am particularly interested in what helps or hinders teams and managers to coordinate and align their strategic efforts, and how these intrafirm relationships impact firm strategy and performance. My research interests include strategy process, behavioral strategy, intergroup relations, social identity, multiteam systems, and leadership.
certifications: 
courses: ","['Strategy process', 'Behavioral strategy', 'Intergroup relations', 'Social identity', 'Multiteam systems', 'Leadership']"
sh-woodgeard-mfa-a7930016a,"Multiple years in higher education, public ed, and ed tech.
certifications: 
courses: ","['Higher education experience', 'Public education experience', 'Ed tech experience', 'Certifications', 'Courses']"
mike-schumacher-1ab72957,"The majority of my experience is in the planning, managing and designing of land development projects, roadway and highway projects and of municipal utility and storm drainage projects using AutoCAD Civil 3D. My work includes: ● Designing and compiling construction plans for residential, industrial and commercial subdivisions ● Roadway design ● Vehicle turning radius analysis ● Presentation graphics and animation ● Sanitary sewer collection system design ● Water distribution systems design ● Storm drainage facilities design including drainage channels, concrete box culverts,storm water detention facilities, drainage reports and storm sewer system utilizing various computer programs and analytical methods ● Site grading and earthwork calculations ● Stormwater Management Plans ● Layout and completion of plats, easements, and writing legal descriptions Presently, I am also teaching an Engineering Design with CAD class at OSU, Stillwater.
certifications: AutoCAD Civil 3D Certified Professional, 
courses: ","['Planning, Managing, and Designing Land Development Projects', 'Roadway and Highway Projects', 'Municipal Utility and Storm Drainage Projects', 'Engineering Design with CAD Instructor at OSU, Stillwater', 'AutoCAD Civil 3D', 'Design and Compilation of Construction Plans (Residential, Industrial, Commercial)', 'Roadway Design', 'Vehicle Turning Radius Analysis', 'Presentation Graphics and Animation', 'Sanitary Sewer Collection System Design', 'Water Distribution Systems Design', 'Storm Drainage Facilities Design (Channels, Culverts, Detention Facilities)', 'Site Grading and Earthwork Calculations', 'Stormwater Management Plans', 'Layout and Completion of Plats, Easements, and Legal Descriptions']"
kelton-jordan-johnson-412012172,"Currently in grad school at the University Cincinnati in Ohio studying Sports Administration.. I am a graduate from the University of Central Florida with a 3.45 GPA while I studied Human Communications.
certifications: Human Subjects Research: Research Integrity Training – Required, 
courses: ","['Human Communications, University of Central Florida (BA, 3.45 GPA)', 'Sports Administration, University of Cincinnati', 'Human Subjects Research']"
thienphanoklahomastate,"5+ years of in-depth image and video processing/quality assessment algorithm development. Experienced in efficient algorithm implementation and optimization, experimental data analysis and machine training Published 2 journal articles and 4 conference papers in highly ranked journals/conferences
certifications: NCEES:JPEC Japan FE certification for IT students, 
courses: ","['5+ years of experience', 'Image and Video Processing', 'Quality Assessment', 'Algorithm Implementation and Optimization', 'Experimental Data Analysis', 'Machine Training', 'JPEC Japan FE for IT Students certification (NCEES)']"
jessica-johnson-lpn-bba-pcha-lssgb-60a5b625b,"Experienced healthcare professional who brings compassion, leadership, enthusiasm, creativity, and motivation to a work environment. Recognized for having outstanding knowledge in patient care, outstanding leadership skills, medical terminology, billing and coding, patient monitoring, health insurance, medical policies, and good communication. Have proficient communicative skills, and the ability to quickly comprehend and communicate complex medical matters. Licensed Practical Nurse with a B.S. Business Administration degree and a minor in healthcare administration. In addition, have a Personal Care Home Administrator license, Lean Six Sigma Green Belt certification, and Ethical Leadership certification.
certifications: Personal Care Home Administrator, Ethical Leadership Certification, Fully Inducted Member, Certified Medication Administration Train the Trainer, Lean Six Sigma Green Belt, 
courses: ","['Personal Care Home Administrator', 'Ethical Leadership Certification', 'Fully Inducted Member', 'Certified Medication Administration Train the Trainer', 'Lean Six Sigma Green Belt']"
melissa-darce-b13656141,"LCSW with experience in varied adult healthcare settings
certifications: 
courses: ","['LCSW', 'Adult healthcare settings']"
cait-maxwell,"As the Director of Virtual Systems at KIPP DC, I lead the strategy and implementation of innovative systems for over 7,000 students across 23 schools. I have more than 14 years of experience, ranging from teaching to school leadership to operations and program management. I am passionate about finding creative solutions that enhance operational efficiency and improve outcomes, even in challenging and uncertain times. I have a proven track record of launching and managing successful programs, developing program strategy and policies, and creating new tools. I also conducted research and interviews to design and implement a first-of-its-kind fully virtual school model in 2021. I excel (no pun intended!) at using data to guide decisions, leading teams through change, and applying my skills in process improvement, staff development, and program implementation. I am looking forward to leveraging my unique strengths and expertise in my next stage of work.
certifications: 
courses: ","['14+ years experience', 'Director of Virtual Systems, KIPP DC', 'Launching and managing successful programs', 'Developing program strategy and policies', 'Creating new tools', 'Conducting research and interviews', 'Data-driven decision making', 'Leading teams through change ', 'Process improvement', 'Staff development', 'Program implementation']"
rita-williams-8a2370200,"My name is Rita Williams, Bachelors In Social Work. I attended Delaware State University seeking internship and employment opportunities as it relates to social work, school social work, and other organizations that will further enhance my social work skills.
certifications: 
courses: ","['Rita Williams', 'Bachelors in Social Work, Delaware State University']"
gerard-caulfield-b482a092,"Experienced in a variety of skills through a diversity of industries. Understands the importance of safety, first time quality, and reliability. Worked in the oilfield, shipyard, refineries, chemical plants.
certifications: First AId CPR AED BBP, Lean Six Sigma Green Belt (ICGB), Security Passport, Aerial Man lift/Scissor Lift, Forklift Operator Safety, Transportation Worker Indentification Credential, Entergy Power Safe, Tappi safe, 
courses: ","['Oilfield, Shipyard, Refineries, Chemical plants experience', 'First Aid CPR AED BBP', 'Lean Six Sigma Green Belt (ICGB)', 'Security Passport', 'Aerial Man lift/Scissor Lift', 'Forklift Operator Safety', 'Transportation Worker Indentification Credential', 'Entergy Power Safe', 'Tappi safe']"
ashley-marie-dennis-21602aa8,"Energetic, enthusiastic teacher with unyielding commitment to educating children. Experience includes teaching at the elementary and middle school levels in multicultural and inclusion classrooms. Proven ability to create trusting, cooperative environment that fosters academic, social, and emotional growth. Skilled in the design of challenging, enriching, and innovative activities that engage students and address their diverse interests and needs. Recognized for excellent interpersonal, organizational, and classroom management skills.
certifications: 
courses: ","['Elementary and middle school teaching experience', 'Multicultural and inclusion classroom experience', 'Classroom management skills', 'Interpersonal and organizational skills', 'Challenge and innovative activity design', 'Engaging diverse interests and needs']"
