job_id,meta_industry,clean_requirements
3699089190,Education and Training,"[""Current USF student"",""Current Federal Work Study (FWS) award""]"
3755551514,Education and Training,"[""Electronic Medical Records (EMR)"",
 ""Scheduling"",
 ""Insurance verification"",
 ""Medical billing"",
 ""Patient registration"",
 ""Collections""]
"
3755552394,Education and Training,"[""Genetics"",""Genomics"",""Stem cell"",""Tissue engineering"",""Gene therapy"",""Cardiac regeneration"",""Cardiovascular disease""]"
3755555248,Education and Training,[]
3756110983,Education and Training,"[""VCR"",""Monitor"",""Overhead projector"",""AV equipment"",""University policies"",""Microsoft Office"",""CRM""]"
3756111733,Education and Training,[]
3756112668,Education and Training,"[""cover letter"",""CV"",""experience as relates to qualifications""]"
3756114342,Education and Training,"[""Excel"",""PowerPoint"",""Word""]"
3756114402,Education and Training,"[""experience"",""cover letter"",""resume""]"
3757752101,Technology,"[""Sales"",""Marketing"",""communication"",""Interpersonal"",""2B sales"",""Robotics"",""Automation"",""Strong analytical"",""Problem-solving"",""Independent"",""Teamwork"",""Driven""]"
3757491993,Services,"[""Bilingualism "",""Training hours compensation "",""Mileage reimbursement "",""Annual raises "",""Performance bonuses""]"
3757495877,Services,"[""Product Strategy and Roadmap"",""Support Adobe desktop products and integrations"",""Identify market trends"",""Cross-functional Collaboration"",""Champion a customer-centric approach"",""Product Development and Lifecycle"",""Market Analysis"",""Product Positioning and Messaging"",""Customer Engagement"",""Performance Measurement"",""People Management"",""Adobe Experience Manager in the Cloud"",""Adobe Campaign""]"
3757498435,Services,"[""Bachelor's Degree in Information Technology "",""0-2 years relevant experience "",""Programming"",""Testing"",""Database concepts"",""Strong communication skills"",""Java"",""J2EE technologies"",""C#"",""Software development phases"",""iOS or Android development languages"",""Python"",""Windows OS"",""Eclipse"",""Git"",""Formal unit and system testing processes"",""Source code control""]"
3693051950,Services,"[""High School Diploma or GED"",""Associate Degree preferred"",""Excellent Verbal and Written Communication Skills"",""Excellent Computer Skills"",""Microsoft Office"",""  - Word"",""  - Excel"",""Ability to work under pressure and meet deadlines"",""Positive attitude "",""Exemplary customer service "",""Ability to work independently""]"
3749345988,Real Estate and Construction,"[""Business development"",""Strategic partnerships"",""Sales"",""Strong network within property management industry."",""Excellent communication and negotiation skills"",""Ability to work independently and self-motivate"",""Collaboration"",""Use of CRM software""]"
3701307818,Media and Entertainment,"[""Interface with clients"",""Outlook"",""Word"",""Excel"",""Microsoft Teams"",""CRM"",""Navigate different technical scenarios"",""Daily travel"",""Vision abilities"",""Moderate lifting""]"
3701306205,Services,"[""Bachelor's degree in Computer Science, Engineering, or a related field"",""Solid experience with SQL and data warehousing concepts"",""Strong understanding of ETL processes and tools"",""Preferred experience with Snowflake data warehouse platform"",""Bonus for experience with dbt or other semantic layer tools"",""Proficiency in Python"",""Excellent problem-solving and analytical skills"",""Strong attention to detail and ability to work in a fast-paced environment"",""Effective communication skills and ability to collaborate with cross-functional teams.""]"
3757737604,Services,"[""SAP S4 Hanna"",""Material Master"",""MDG Workflow"",""Collaborator"",""Excel""]"
3757748160,Services,"[""Asset management "",""Timelines"",""Campaign distribution "",""Versioning requirements "",""Sourcing content "",""Distribution "",""Rights information "",""Metadata "",""Asset management libraries "",""Quality control "",""Scheduling meetings "",""Creating presentations "",""Drafting communications""]"
3699414195,Miscellaneous,"[""High School Diploma"",""Customer service or sales experience"",""Basic sales principles"",""Customer service principles"",""Ability to work independently"",""Lifting up to 150 pounds assisted"",""Lifting up to 50 pounds unassisted"",""Standing, walking, and moving for prolonged periods""]"
3693053314,Retail and Consumer Goods,"[""Sell lesson packages"",""Sell rehearsal packages"",""Maintain curriculum sales data"",""Stay on track, multitask"",""Pay attention to detail"",""Complete tasks thoroughly and in a timely manner"",""Maintain professional appearance""]"
3693056085,Retail and Consumer Goods,[]
3693586659,Retail and Consumer Goods,"[""High School Diploma or GED equivalent"",""Understanding of repairing Guitars"",""Excellent acoustic listening skills"",""Good interpersonal and communication skills"",""Understanding of how to run a business including prioritization, efficiencies, and day-to-day responsibilities""]"
3700362103,Services,"[""0-5 years of previous professional experience"",""Entrepreneurial, professional or leadership experience"",""Drive, pro activity and can-do-attitude"",""Humility"",""Resourceful problem solvers"",""Curiosity and willingness to learn"",""Thoroughness and being well organized"",""Diverse background"",""Excellent communication skills"",""Ability to work with others"",""Willingness to travel and drive"",""Electrician or plumber certification"",""Additional languages""]"
3680971274,Retail and Consumer Goods,"[""Bachelor's degree or equivalent experience"",""5+ years' experience in marketing"",""Multi-tasking"",""Experience in organizing photoshoots"",""Shopify experience"",""Strong verbal skills"",""Strong written skills"",""Strong organizational skills"",""Self-Motivated"",""Entrepreneurial"",""Collaborative""]"
3693073310,Technology,"[""C++"",""Python"",""Market trend analysis"",""Competitor research"",""Requirements gathering"",""Product lifecycle management"",""User-centric design"",""Risk management""]"
3757484514,Healthcare and Medical,"[""Bachelor's Degree in Social Work, Psychology, Marriage and Family Therapy, or related field"",""6+ months Case Management or in-home experience"",""Availability for afternoon and evening work, plus after-hours on-call coverage"",""Experience providing culturally competent services"",""Experience providing direct service to individuals, families, and groups"",""Experience in child abuse treatment"",""Experience working with at-risk families"",""Excellent written and oral communication skills"",""Proficiency with Foothill Family's Electronic Health Records System (EHRS)"",""Excellent interpersonal skills"",""Ability to represent the Agency within the community"",""Sensitivity to cultural differences"",""Valid CA Driver's License and insurability"",""Bilingual English/Spanish skills (preferred)""]"
3757484515,Healthcare and Medical,"[""Contract compliance"",""Budget monitoring"",""External reviews and audits management"",""Data tracking"",""Performance management"",""Documentation"",""Quality assurance procedures"",""Community engagement"",""In-service training"",""Inter-agency consultation"",""Program development"",""Funding assistance"",""Marketing"",""Emergency response"",""Policy compliance"",""Cultural sensitivity""]"
3757485474,Healthcare and Medical,"[""Licensed as a Clinical Social Worker, Marriage and Family Therapist, or registered in California as an Associate MFT or Associate Clinical Social Worker"",""Master's degree in social work, marriage and family therapy, or psychology"",""Ability to complete psycho-social assessments"",""Excellent writing skills"",""Clinical experience with children 0-5"",""Excellent verbal skills for presenting information at MAT meetings"",""Experience providing direct services to individuals, families, and groups"",""Experience in providing child abuse treatment"",""Experience providing treatment to children with emotional problems"",""Ability to use DSM V"",""Good computer skills"",""Ability to navigate Foothill Family's EHRS and provide telehealth services"",""Ability to manage county deadlines"",""Knowledge of cultural differences"",""Understanding of child development, individual and family functioning"",""Valid CA Driver's License and minimum of 2 years driving experience"",""Bilingual English/Spanish skills preferred""]"
3693043812,Services,"[""Document Management Systems"",""Electronic Document Management"",""Product Labeling"",""Artwork Design"",""Typesetting"",""Artwork Proofreading"",""Global Vision""]"
3693046340,Services,"[""Conceptualization"",""Design"",""Artistic Prowess"",""Automotive Livery Design"",""Product Design""]"
3693047738,Services,"[""Wireframing"",""Conceptual diagrams"",""Storyboarding"",""Prototyping"",""Tech audits"",""UI prototyping"",""Workflow design for multiple devices and platforms"",""UX design""]"
3693061998,Services,"[""Creativity"",""Verbal Communication"",""Written Communication"",""Problem Solving"",""Background Environments"",""Composition"",""2D Visualisation"",""3D Visualisation"",""Design"",""Phone"",""PC"",""Gaming Consoles""]"
3749347657,Services,"[""Bachelor's degree"",""Experience with OSCCP compliance"",""Experience in a large corporate environment"",""Demonstrated expertise in full life cycle recruiting"",""5-10 years of technical recruiting experience""]"
3757465303,Services,"[""Process driven and focused""]"
3693043976,Real Estate and Construction,"[""Identifying business processes suitable for RPA"",""Business needs analysis"",""Requirements gathering"",""Evaluating process automation feasibility""]"
3693044996,Real Estate and Construction,"[""General maintenance requirements"",""Electrical and plumbing codes"",""OSHA worksite safety"",""State/local safety requirements"",""Communication skills"",""Customer service skills"",""Instruction interpretation"",""Company policies/procedures"",""Time management"",""Proactivity/detail orientation/teamwork""]"
3693044997,Real Estate and Construction,"[""Maintenance documentation"",""Electrical codes"",""Plumbing codes"",""OSHA safety requirements"",""State/local safety requirements"",""Communication skills"",""Customer service"",""Instruction interpretation/completion"",""Company policies/procedures"",""Time management"",""Self-motivation"",""Proactivity"",""Detail orientation"",""Teamwork""]"
3693045998,Real Estate and Construction,"[""Microsoft Excel"",""Microsoft Word"",""Microsoft Outlook"",""General accounting principles, practices, and procedures"",""Attention to detail"",""Accuracy"",""Organizational skills"",""Time management skills"",""Computer skills"",""Adaptability to software"",""Self-starting"",""Multi-tasking"",""Background check and drug test"",""Accounts receivable experience (2-3 years preferred)"",""High School Diploma"",""Physical abilities (sitting, standing, walking, kneeling, reaching, stooping, crawling, talking, hearing, pushing, pulling, grasping, using hands and fingers, clear vision, lifting up to 25 pounds)""]"
3693045999,Real Estate and Construction,"[""General maintenance requirements"",""Electrical and plumbing codes"",""OSHA safety requirements"",""State/local safety requirements"",""Communication skills"",""Customer service skills"",""Interpreting instructions"",""Company policies"",""Time management"",""Self-motivation"",""Proactivity"",""Detail orientation"",""Teamwork""]"
3693046795,Real Estate and Construction,"[""Some college education"",""2 years customer service experience"",""3-5 years community management experience"",""Financial and accounting acumen"",""Project management experience""]"
3693047848,Real Estate and Construction,"[""Local travel""]"
3693048698,Real Estate and Construction,"[""Microsoft Word"",""Microsoft Excel"",""Microsoft Outlook"",""Phone etiquette"",""Interpersonal communication"",""Written communication"",""Verbal communication"",""Customer service skills"",""Self-motivation"",""Proactiveness"",""Detail orientation"",""Teamwork"",""Time management"",""Time critical prioritization""]"
3693049641,Real Estate and Construction,"[""Word "",""Excel "",""Outlook"",""2-3 years of experience""]"
3693050623,Real Estate and Construction,"[""General maintenance requirements"",""OSHA worksite and personal safety"",""State or local governmental safety"",""Business correspondence"",""Customer service"",""Company policies and procedures"",""Project coordination"",""Time management"",""Oregon State Driver's License"",""Vehicle Insurance""]"
3693050654,Real Estate and Construction,"[""High school degree or equivalent"",""Bookkeeping: 1 year experience"",""Office manager: 1 year experience""]"
3693051447,Real Estate and Construction,"[""Bachelor's degree in Computer Science or related field"",""3+ years of experience in Java development"",""Experience with Spring Boot framework"",""Experience with RESTful APIs"",""Experience with Docker"",""Experience with AWS"","""",""ce-to-have:"",""Experience with Kubernetes"",""Experience with NoSQL databases"",""Experience with CI/CD pipelines""]"
3693051466,Real Estate and Construction,"[""Verbal communication skills"",""Interpersonal skills"",""Customer service skills"",""Administrative systems"",""Clerical procedures"",""Microsoft Office Suite or similar software"",""Administrative and clerical support"",""Filing"",""Recordkeeping"",""General office equipment"",""Confidentiality"",""Initiative-taking"",""Attention to detail"",""Team player"",""High School Diploma or GED"",""1 – 3 years of related experience""]"
3693052021,Real Estate and Construction,"[""Microsoft Word "",""Microsoft Excel "",""Microsoft Outlook"",""Real estate "",""Homeowners associations"",""Microsoft Office Suite"",""Conflict resolution techniques"",""Business correspondence"",""Phone skills"",""Interpersonal skills"",""Written communication"",""Verbal communication"",""Customer service"",""Self-motivation "",""Proactivity "",""Detail orientation "",""Teamwork"",""Time management"",""Time-critical prioritization"",""Associates Degree"",""Bachelor's Degree""]"
3693053021,Real Estate and Construction,"[""Bachelors Degree"",""5-7 years Management and/or Supervisory experience"",""3-7 years Community Association and Portfolio Management experience "",""Microsoft Office (Word, Excel, Outlook)"",""Business correspondence skills"",""Professional communication skills"",""Self motivated, proactive, detail oriented"",""Confidentiality"",""Time management""]"
3694105510,Real Estate and Construction,"[""Florida Community Association Manager License (LCAM)"",""Industry experience"",""Associate’s degree"",""Bachelor’s degree"",""Strong mathematical knowledge"",""Accounting applications"",""Fast pace environment"",""Professional customer service skills"",""Exceptional communication skills""]"
3694105514,Real Estate and Construction,"[""Microsoft Word"",""Microsoft Excel"",""Microsoft Outlook""]"
3694110179,Real Estate and Construction,"[""General maintenance requirements"",""State or local safety requirements"",""Custodial equipment"",""Verbal/written instruction comprehension"",""Customer service"",""Time management""]"
3749386540,Real Estate and Construction,"[""Bachelor's Degree"",""Master of Business Administration"",""10+ years of related experience"",""7 - 10 years of Management and/or Supervisory experience"",""7 – 10 years of Community Association experience""]"
3749387350,Real Estate and Construction,"[""Microsoft Word"",""Microsoft Excel"",""Microsoft Outlook"",""Community Association Management"",""Conflict Resolution"",""Self-Motivation"",""Proactivity"",""Detail-Orientation"",""Time Management"",""Time Critical Prioritization"",""Bachelor's Degree (Preferred)"",""Community Association Experience (2-5 years)""]"
3749388307,Real Estate and Construction,"[""Equipment/cleaning chemicals"",""Verbal and written instruction interpretation"",""Customer service"",""Time management"",""High School Diploma or GED"",""Reliable transportation""]"
3749392112,Real Estate and Construction,"[""Closing financials"",""Financial statement prep""]"
3749914606,Real Estate and Construction,"[""Kubernetes"",""Docker"",""MySQL"",""PostgreSQL"",""AWS"",""Terraform"",""Python"",""Go"",""Bash"",""TypeScript"",""JavaScript"",""HTML"",""CSS""]"
3749917009,Real Estate and Construction,"[""Software: SQL"",""Software: Salesforce"",""Software: Tableau"",""Programming: Python"",""Programming: R"",""Software: Git"",""Software: Google Analytics"",""Software: Adobe Photoshop""]"
3705251445,Services,"[""Python"",""SQL"",""Tableau"",""Git""]"
3701373527,Healthcare and Medical,"[""COVID-19 Vaccination"",""Sales skills"",""Independent and team work"",""Organization"",""2+ years healthcare sales experience"",""Sales to physicians, hospitals, case managers"",""Regulatory knowledge"",""Willingness for travel""]"
3757477819,Technology,"[""Problem-solving"",""Adaptability"",""Conflict resolution"",""Task management"",""Customer service"",""Quick learning"",""Understanding"",""Social skills"",""Multitasking"",""Responsibility"",""Eagerness to learn"",""Client follow-up"",""De-escalation"",""US work authorization""]"
3693052102,Technology,"[""Create Risk Plans without using Risk Management Software Tools"",""Experience creating Risk Plans for multiple areas"",""Understanding and application of Information Security Risk Management processes"",""Good critical thinking skills"",""Solid understanding of risk model"",""Quantitative analysis skills"",""Experience identifying, analyzing, reporting, and influencing the management of information risks"",""Assist with focused information risk assessments"",""Communicates risk assessment findings"",""Provides consultative advice to information governance or security teams"",""Helps to identify and facilitate the implementation of appropriate controls"",""Helping to identify opportunities to improve risk posture"",""Develops solutions for remediating or mitigating risks"",""Assess the residual risk"",""Help to tracks identified risks and risk events"",""Communicates identified risk requirements and violations"",""Experience maintaining working relationships with individuals and groups involved in managing information risks"",""Assist with coordinating the identification and ranking of risks"",""Assist with coordinating the classification and tiering y risks and risk impacts"",""Understands and applies relevant regulatory and legal compliance requirements"",""Contributes to the gathering of risk assessment data"",""Prepares risk assessments for critical-related risks"",""Influences business partners to ensure compliance with risk management policies"",""Experience with coordinating risk management frameworks, policies, and processes""]"
3693582931,Technology,"[""Medical coding experience: 5+ years"",""HCC coding experience: 1+ year"",""CPC certification"",""CCS certification"",""CRC certification"",""RHIA certification"",""RHIT certification""]"
3755576923,Healthcare and Medical,"[""Bachelor's or Master's Degree"",""Management Experience"",""Certified Association Experience"",""Effective Communication Skills"",""Detail- and Deadline-Orientation"",""Technological Savviness"",""Self-Starter"",""Problem-Solving""]"
3757440425,Manufacturing,"[""Shipping"",""Receiving"",""Forklift operation"",""Work Order interpretation"",""Product identification"",""Stock pulling"",""Labeling"",""Product repackaging"",""Bill of lading"",""Packing slip preparation"",""Warehouse organization"",""Safety compliance"",""Email monitoring"",""ERP system navigation"",""Customer service"",""Team and individual responsibility"",""Accuracy"",""Quality improvement""]"
3701315772,Media and Entertainment,"[""TikTok"",""Social Media"",""Strategic thinking"",""Digital creativity"",""Leadership"",""Execution""]"
3693599683,Services,"[""Bachelor's Degree"",""3+ years proven sales growth experience"",""Business and sales growth techniques""]"
3693581630,Healthcare and Medical,"[""California resident""]"
3693584453,Healthcare and Medical,"[""SQL"",""Python"",""Java"",""C++"",""Go"",""Kubernetes"",""Docker"",""Terraform"",""AWS"",""Azure"",""GCP""]"
3748850207,Services,"[""GAAP"",""Fixed Assets"",""Investments"",""Accrued Liabilities"",""Shareholder Loans"",""Short-Term Loans"",""Note Payable Liabilities"",""Equity (Common Stock)"",""Use & Sales Tax"",""Budgets"",""Forecasts"",""Financial Reports""]"
3757480848,Miscellaneous,"[""RN or Master’s Degree"",""2 years experience in community mental health, substance use, or physical health "",""3 years experience in mental health, counseling, substance abuse "",""2 years supervisory experience (preferred)"",""RN, LICSW, LMFT, LMHC, licensed psychologist, or LADCMust"",""Valid driver’s license and operational vehicle""]"
3701329327,Services,"[""Environmental scans"",""Analytical thought leadership"",""Strategy development"",""Executive-level communication""]"
3699407852,Government and Public Policy,"[""US driver's license (4+ years)"",""Clean driving record (1+ moving violation in past year / 2+ in past 4 years)"",""Drug test"",""Background check""]"
3699409670,Government and Public Policy,"[""US driver’s license (4+ years)"",""Clean driving record (no more than 1 moving violation in the past year, no more than 2 in the past 4)""]"
3699412433,Government and Public Policy,"[""US driver's license (4 years validity)"",""Clean driving record (1 moving violation within the past year, 2 within the past 4 years)"",""Drug test"",""Background check""]"
3693051743,Transportation and Logistics,"[""Clean driving record "",""Medical card"",""Safe driving skills"",""DOT compliance"",""US work authorization"",""Professional communication "",""Customer service "",""Safety compliance "",""Damage/injury reporting""]"
3701312920,Manufacturing,"[""Class A Commercial Driver’s License"",""21 years of age"",""100,000 miles driving experience"",""2 years OTR experience"",""Refrigerated food industry experience""]"
3701312921,Manufacturing,"[""Acceptable driving record"",""Class A Commercial Driver’s License"",""21 years of age"",""100,000 miles driving experience"",""Certified truck driving school"",""2 years recent OTR experience"",""Refrigerated food industry experience""]"
3701313866,Manufacturing,"[""Class A Commercial Driver’s License"",""Minimum 21 years of age"",""100,000 miles driving experience"",""Completion of certified truck driving school"",""2 years OTR experience"",""Experience in refrigerated food industry""]"
3701313867,Manufacturing,"[""Class A Commercial Driver's License"",""Minimum 21 years of age"",""100,000 miles driving experience"",""Certified truck driving school completion"",""OTR experience"",""Refrigerated food industry experience""]"
3701314861,Manufacturing,"[""Class A Commercial Driver’s License"",""Minimum 21 years of age"",""100,000 miles driving experience"",""2 years recent OTR experience"",""Experience in the refrigerated food industry""]"
3701314864,Manufacturing,"[""Acceptable driving record"",""Class A Commercial Driver’s License"",""Minimum age: 21 years"",""100,000 miles driving experience"",""2 years recent OTR experience""]"
3701316690,Manufacturing,"[""Drug screen"",""Physical exam"",""Background check""]"
3701316699,Manufacturing,"[""Pre-employment drug screen"",""Physical"",""Background check""]"
3701318284,Manufacturing,"[""Pre-employment drug screen"",""Physical ability"",""Background check""]"
3730451690,Manufacturing,"[""Pass pre-employment drug screen"",""Pass physical exam"",""Pass background check""]"
3757414931,Education and Training,"[""Bachelor's degree"",""10+ years experience managing a team"",""Recruitment experience"",""Strategic thinking"",""Team leadership"",""Stakeholder management"",""Talent acquisition"",""Data analysis"",""Project management"",""Organizational skills"",""Attention to detail"",""Flexibility"",""Work ethic"",""Entrepreneurial spirit"",""Commitment to racial equity"",""Accountability""]"
3697358691,Manufacturing,"[""Cloud-based 3D printing"",""Feature decomposition"",""Implementation"",""Cross-team coordination"",""Hiring""]"
3757495202,Technology,"[""Bachelors degree in IT Technology or Programming"",""5 year experience in Manufacturing and Automated Equipment IT Support"",""Superior analytical, problem solving, communication skills"",""Experience interacting with Senior Management"",""In-depth industry knowledge of new technologies"",""Strong troubleshooting skills"",""Familiarity with 8D process"",""Ability to drive during emergencies within 60 min (or less)""]"
3756506433,Services,"[""Understand business priorities and set strategies"",""Define monthly digital sales objectives and drive organic traffic growth"",""Shape and execute SEO initiatives"",""Develop strategies to drive traffic across the customer journey"",""Measure customer satisfaction goals"",""Analyze customer satisfaction surveys"",""Utilize deep linking"",""Monitor performance of digital channels"",""Conduct detailed reporting"",""Define and execute local SEO and location-based strategy"",""Partner with brand teams, marketing teams, and agencies"",""Provide critical input for product roadmaps"",""Drive optimizations through ongoing experiments"",""Develop and ensure the use of best practices"",""Collaborate with key stakeholders"",""Define and analyze metrics""]"
3693065824,Services,"[""Trial experience"",""Case management"",""Investigative coordination"",""Healthcare fraud"",""Medi-Cal program"",""Elder law"",""Medical malpractice"",""Travel"",""Outreach"",""Work ethic"",""Learning agility""]"
3755589002,Services,"[""Respond to requests for criminal history information"",""Ensure authorized access to criminal history information"",""Review criminal history files for restricted information""]"
3701197971,Services,"[""2+ years in law firm"",""Microsoft Office"",""Google Drive/Workspace"",""LinkedIn"",""Written communication"",""Editing"",""Proofreading"",""Client emails""]"
3693047316,Technology,"[""Engaging with prospects"",""Understanding prospect pain points"",""Educating prospects on products/services"",""Conducting discovery calls/meetings"",""Gathering prospect information"",""Qualifying prospects"",""Assessing prospect interest/decision-making ability"",""Managing prospect data in CRM software"",""Updating prospect activities""]"
3755591793,Education and Training,"[""Leading a classroom"",""Implementing lesson plans"",""CDA certification, preferred"",""College credits in Early Childhood Education or Child Development, preferred"",""Ability to meet state and/or accreditation requirements""]"
3755595368,Education and Training,"[""Experience in licensed childcare center or related field"",""Meet state education and childcare center requirements"",""Engage in physical activity with children""]"
3755596308,Education and Training,"[""Valid driver's license"",""Clean driving record"",""Flexibility in work hours"",""Experience working with children"",""Age: 21+""]"
3755596332,Education and Training,"[""Childcare experience"",""Education requirements"",""Physical activity""]"
3755598051,Education and Training,"[""Childcare experience"",""State education requirements"",""Center requirements"",""Physical activity"",""Outdoor work"",""Indoor work""]"
3748835908,Services,"[""Bachelor degree"",""5+ years QMS systems management exp. "",""PLM "",""QMS software"",""GDP, regulatory guidelines, quality control standards"",""Analytical skills"",""Organizational skills"",""Communication skills"",""Ability to manage multiple tasks""]"
3748842205,Services,"[""AG Quality systems management"",""Policy implementation and improvement"",""Quality and food safety objectives support"",""Shelf-life studies coordination"",""Analytical data management"",""Quality data analysis"",""CAPA program administration"",""Product development support"",""Risk assessment support"",""Raw material exception troubleshooting"",""Corrective actions implementation"",""Root cause analysis support"",""Supplier feedback provision""]"
3693057176,Technology,"[""Salesforce"",""Salesforce Manufacturing Cloud"",""Salesforce DPE"",""Salesforce Transaction Journal"",""Salesforce Experience Cloud"",""Salesforce Lightning"",""Force.com""]"
3755577506,Technology,"[""Varicent SPM Platform"",""SQL"",""Excel "",""JavaScript"",""Python "",""Groovy""]"
3755578085,Technology,"[""Varicent products"",""Data mapping"",""Workflow construction"",""ETL (Extract Transform Load)"",""Data integration tasks"",""Report design and build"",""QA and UAT"",""Deployment activities"",""Project management""]"
3755579005,Technology,"[""Remote Work Experience""]"
3757465529,Technology,"[""Analyze requirements and design"",""Create test plans and cases"",""Convert functional requirements into test cases"",""Execute functional, regression, integrated, backend, positive and negative testing"",""Analyze test results"",""Escalate issues"",""Coordinate with development teams"",""Collaborate with stakeholders"",""Identify and conduct system performance testing"",""Provide technical support"",""Receive and analyze production tickets for recreation and debugging""]"
3757467037,Technology,"[""Visual inspection of vehicles"",""Monthly vehicle information logging"",""Adherence to deadlines"",""Self-motivation"",""Independent work"",""Time management"",""Organizational skills"",""Physical stamina"",""Reliable transportation"",""Proof of valid driver's license"",""Auto insurance"",""Internet access"",""Background check"",""High school diploma or equivalent"",""Availability for training early December""]"
3757468020,Technology,"[""Access to reliable transportation"",""roof of valid driver’s license and auto insurance"",""Internet access"",""ackground check"",""High school diploma or equivalent""]"
3757759219,Technology,"[""4-year degree"",""2+ years IT consulting"",""2+ years account management"",""2+ years insurance auto physical damage"",""2+ years insurance casualty"",""Action-oriented work environment"",""Client relationship building"",""Value added services"",""Instructor led training"",""Project management (plus)"",""Tableau"",""Word"",""Excel"",""PowerPoint"",""Insurance industry knowledge"",""Automotive services knowledge"",""Customer service focus"",""Work from home"",""CRM (preferred)""]"
3697388003,Healthcare and Medical,"[""Sitecore (SaaS)"",""Azure"",""Google Analytics"",""Cloud-based human capital management solutions"",""Sitecore migration (on-site to cloud)""]"
3699414668,Healthcare and Medical,"[""Master’s degree in:"",""  - Public Relations"",""  - Health and Human Services"",""  - Public Health"",""  - Related field""]"
3699414669,Healthcare and Medical,"[""Medi-Cal claims processing"",""Medicare claims processing""]"
3699419265,Healthcare and Medical,"[""Customer Service"",""Team Collaboration"",""Supervision"",""Staff Evaluation"",""Process Improvement"",""Timekeeping Management"",""Records Management"",""Filing Systems"",""Office Management"",""Calendar Scheduling"",""Conference Coordination"",""Expense Management"",""Purchasing Management"",""Administrative Analysis""]"
3754509002,Healthcare and Medical,"[""PMP certification"",""Healthcare delivery systems experience"",""Public agency experience""]"
3701301207,Services,"[""Bachelor's Degree (preferred)"",""1-3 years administrative experience"",""Working knowledge of Microsoft Word, Excel, PowerPoint, Outlook, Windows"",""Typing speed of 60 WPM"",""Transcription experience (a plus)"",""Excellent communication skills"",""Attention to detail"",""Flexibility"",""Excellent organizational skills"",""Ability to handle multiple priorities"",""Organized"",""Enthusiastic"",""Professional""]"
3756500607,Technology,"[""Network architectures"",""Telecom infrastructure"",""Optical test equipment "",""- Power meters"",""- OTDRs "",""- OSAs"",""Problem solving"",""Troubleshooting "",""Interpersonal skills"",""Motivation "",""Project management"",""Telecommunications experience "",""Fiber transmission equipment "",""Vendor management "",""Carrier management"",""Telco operations"",""Logistical planning "",""Technical skills"",""Analytical ability "",""Judgment"",""Associate's degree in a technical field "",""Experience "",""Training "",""Education""]"
3756913696,Technology,"[""Network architectures"",""Telecom infrastructure"",""Optical test equipment"",""OTDRs"",""OSAs"",""Problem-solving"",""Troubleshooting"",""Interpersonal skills"",""Motivation"",""Project management"",""Telecommunications"",""Fiber transmission equipment"",""Vendor management"",""Carrier management"",""Telco operations"",""Logistical planning"",""Technical skills"",""Analytical ability"",""Sound judgment"",""Associate's degree in technical field""]"
3757168690,Technology,"[""Network architectures and telecom infrastructure"",""Optical test equipment (power meters, OTDRs, OSAs)"",""Problem solving and troubleshooting"",""Interpersonal skills"",""Written and verbal communication"",""Project management"",""Telecommunications experience with fiber transmission equipment"",""Vendor and carrier management"",""Telco operations"",""Logistical planning"",""Technical skills"",""Analytical ability"",""Associate's degree in technical field""]"
3757420833,Technology,"[""Network architectures"",""Telecom infrastructure"",""Optical test equipment"",""Power meters"",""OTDRs"",""OSAs"",""Problem solving"",""Trouble shooting"",""Interpersonal skills"",""Written communications"",""Verbal communications"",""Project management"",""Telecommunications experience"",""Fiber transmission equipment"",""Vendor management"",""Carrier management"",""Telco operations"",""Logistical planning"",""Technical skills"",""Analytical ability"",""Sound judgment"",""Associate's degree in technical field""]"
3757737770,Technology,"[""B2B sales"",""telecom arena"",""collocation"",""wholesale experience"",""data transit"",""transport"",""direct hunting"",""quota achievement"",""identify"",""qualify"",""generate new business"",""extensive prospecting"",""research"",""strong oral communication"",""strong written communication"",""CRM (plus)""]"
3757737771,Technology,"[""3-8 years of solid B2B sales experience in telecom"",""Experience in collocation, wholesale, data transit, and transport"",""Proven experience in direct hunting B2B sales and quota achievement."",""Ability to identify, qualify, and generate new business through prospecting and research"",""Strong oral and written communication skills"",""Ability to work in a fast-paced team environment with revenue deadlines"",""Experience with Microsoft Office and CRM""]"
3757737777,Technology,"[""B2B sales experience"",""Telecom arena experience"",""Collocation experience"",""Wholesale experience"",""Data transit experience"",""Data transport experience"",""Direct hunting experience"",""Quota achievement"",""New business generation"",""Prospecting"",""Research"",""Oral communication skills"",""Written communication skills"",""Team environment"",""Revenue deadlines"",""Microsoft Office"",""CRM""]"
3757738635,Technology,"[""Travel 30%"",""Telecommunication network experience (5+ years)"",""DWDM and/or IP network field experience (1+ years)"",""Telecommunications test equipment use:"",""  - Optical power meters (OPM-OLS)"",""  - OTDR"",""  - OSA"",""  - Ethernet/IP testers"",""Problem solving and troubleshooting skills "",""Interpersonal skills "",""Project management experience "",""Datacenter operations experience "",""Fiber network maintenance experience""]"
3757738642,Technology,"[""Network architectures"",""Telecom infrastructure"",""Optical test equipment (power meters, OTDRs, OSAs)"",""Problem solving"",""Troubleshooting"",""Interpersonal skills"",""Written communications"",""Verbal communications"",""Project management"",""4-15 years telecommunications experience (3+ years field)"",""Vendor/carrier management"",""Telco operations"",""Logistical planning"",""Technical skills"",""Analytical ability"",""Sound judgment"",""Associate’s degree in a technical field""]"
